Task ID,Created At,Completed At,Last Modified,Name,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent Task
427989420913338,2017-09-12,2017-09-13,2017-09-13,¿Por qué es América y no Américo?,,,,2017-09-14,,in drive lmao,School,
469994411843290,2017-11-02,2017-11-04,2017-11-04,read,,,,2017-11-07,,,School,
463093925271808,2017-10-25,2017-10-29,2017-10-29,tarea,,,,2017-10-31,,,School,
425397822367083,2017-09-08,2017-12-19,2017-12-19,Stats 515,,,,,,,School,
148623786710001,2017-10-03,2017-10-03,2017-10-03,"§2.10 #2.124, §s3.1-3.2 #3.6, §3.3 #3.14, 3.15, §3.4 #3.60",,,,2017-10-06,,,School,
498537071809958,2017-12-07,2017-12-10,2017-12-10,ch7 notes,,,,2017-12-10,,,School,
448705220283876,2017-10-09,2017-10-11,2017-10-11,written work,,,,2017-10-11,,,School,
453402663777744,2017-10-14,2017-10-14,2017-10-14,notes thru ch4?,,,,,,,School,
431031829829774,2017-09-17,2017-09-18,2017-09-18,check discussions,,,,,,,School,
434465863664341,2017-09-20,2017-09-24,2017-09-24,upgrade notes,,,,,,,School,
493466180548490,2017-12-02,2017-12-03,2017-12-03,notes,,,,2017-12-03,,,School,
430975966111996,2017-09-16,2017-09-16,2017-09-16,ch 2 notes,,,,2017-09-16,,,School,
493561074049616,2017-12-03,2017-12-07,2017-12-07,Quiz 4,,,,2017-12-07,,,School,
493561074049617,2017-12-03,2017-12-04,2017-12-04,"6.49, 6.52",,,,2017-12-05,,,School,
493561074049618,2017-12-03,2017-12-10,2017-12-10,"7.9, 7.11, 7.12, 7.23, 7.25, 7.52, 7.73",,,,2017-12-12,,,School,
439457849783051,2017-09-27,2017-10-09,2017-10-09,webwork 5,,,,2017-10-10,,,School,
489058454759903,2017-11-27,2017-12-04,2017-12-04,ww9,,,,2017-12-12,,,School,
503084043870599,2017-12-13,2017-12-17,2017-12-17,note sheet,,,,,,,School,
459316551739249,2017-10-22,2017-10-24,2017-10-24,written,,,,2017-10-26,,,School,
148623786709996,2017-09-12,2017-09-14,2017-09-14,figure out big parentheses thing,,,,2017-09-14,,,School,
430975966111994,2017-09-16,2017-09-20,2017-09-20,webwork 3 ,,,,2017-09-26,,,School,
452498371860634,2017-10-12,2017-10-14,2017-10-14,"written hw §3.11 #3.171, §4.1–4.3 #4.2, 4.16, 4.20 and 4.26",,,,2017-10-19,,,School,
476915828988112,2017-11-12,2017-11-14,2017-11-14,practice exam,,,,,,,School,
434591500930294,2017-09-20,2017-09-27,2017-09-27,webwork 4,,,,2017-10-03,,,School,
425397822367085,2017-09-08,2017-09-09,2017-09-09,ch2 notes,,,,,,,School,
465177624806925,2017-10-28,2017-10-29,2017-10-29,"Section 5.2: # 5.7, 5.8, 5.9, 5.11, 5.18",,,,2017-10-31,,,School,
453402663777740,2017-10-14,2017-10-22,2017-10-22,ww6,,,,2017-10-24,,,School,
467844085397285,2017-10-31,2017-11-08,2017-11-08,written,,,,2017-11-09,,,School,
490268132467648,2017-11-28,2017-11-29,2017-11-29,written,,,,2017-11-30,,,School,
476915828988113,2017-11-12,2017-11-15,2017-11-15,note sheet,,,,,,,School,
480152822091366,2017-11-15,,2017-11-15,stupid markov example,,,,,,,,note sheet
465154616774751,2017-10-28,2017-10-28,2017-10-28,notes,,,,,,,School,
430975966111995,2017-09-16,2017-09-17,2017-09-17,"§2.5 # 2.30, §2.6 # 2.43, 2.61, §2.7 #2.75, 2.82",,,,2017-09-21,,,School,
457304345033463,2017-10-18,2017-10-30,2017-10-30,ww7,,,,2017-11-07,,,School,
469994411843291,2017-11-02,2017-11-04,2017-11-04,redo bonus,,,,2017-11-07,,,School,
465170022431017,2017-10-28,2017-11-09,2017-11-09,ww8,,,,2017-11-14,,,School,
425590136217535,2017-09-10,2017-09-11,2017-09-11,"S2.3 P2.5, 2.7",,,,2017-09-14,,,School,
425590136217536,2017-09-10,2017-09-11,2017-09-11,"S2.4 P2.11, 2.16, 2.19",,,,2017-09-14,,,School,
425590136217541,2017-09-10,2017-09-14,2017-09-14,prepare for quiz,,,,2017-09-14,,,School,
425397822367090,2017-09-08,2017-09-16,2017-09-16,webwork ch2,,,,2017-09-19,,,School,
148623786709975,2017-02-24,2017-03-25,2017-03-25,charlie hunter,,,,,,,School,
148623786709974,2017-02-24,2017-03-25,2017-03-25,ernest renglin,,,,,,,School,
148623786709973,2017-02-24,2017-03-25,2017-03-25,band of gypsies,,,,,,,School,
148623786709972,2017-02-24,2017-03-10,2017-03-10,curtis knight jimi hendrix,,,,,,,School,
148623786709968,2017-02-03,2017-02-06,2017-02-06,milk carton kids,,,,,,,School,
257139852867406,2017-01-30,2017-01-30,2017-01-30,email elliott about morning work,,,,,,,School,
257139852867407,2017-01-30,2017-01-30,2017-01-30,email greg about where slides are,,,,,,,School,
148623786709964,2017-01-30,2017-01-30,2017-01-30,email thom saying im working schedule but can make it tues,,,,,,,School,
148623786709962,2017-01-30,2017-01-30,2017-01-30,email lin alg about quizes and taking them on thurs,,,,,,,School,
148623786709963,2017-01-30,2017-01-30,2017-01-30,eml spanish about not going to class on tues,,,,,,,School,
148623786709940,2016-11-19,2016-11-21,2016-11-21,CALC HW,,,,,,,School,
177397329054805,2016-09-06,2017-07-26,2017-07-26,Misc:,,,,,,,School,
324809951600798,2017-04-21,2017-04-22,2017-04-22,make endpoint to change people value in db validate with mac address,,,,,,,School,
324809951600799,2017-04-21,2017-04-22,2017-04-22,opencv and python program to detect people,,,,,,,School,
324809951600800,2017-04-21,2017-04-22,2017-04-22,wlan with dongle instead of ethernet,,,,,,,School,
148623786709982,2017-04-18,2017-04-23,2017-04-23,learn song rip kill me,,,,,,,School,
291884340078716,2017-03-10,2017-03-17,2017-03-17,https://github.com/Feneric/doxypypy,,,,,,,School,
313982658578700,2017-04-08,2017-04-08,2017-04-08,overrides,,,,,,,School,
290782095244795,2017-03-09,2017-03-16,2017-03-16,restyle bredbox site,,,,,,"'- change order now button to view demo
- change sections
  - track items and nutrition
  - groceries
  - app
  - contact",School,
319311143612223,2017-04-16,2017-04-17,2017-04-17,email andrew (money?),,,,,,,School,
313971729000595,2017-04-08,2017-04-08,2017-04-08,email foodfully peeps about my program,,,,,,,School,
314665929795169,2017-04-10,2017-04-17,2017-04-17,print new changes for marimba band,,,,,,,School,
313970912971236,2017-04-08,2017-04-09,2017-04-09,CLASSES,,,,,,,School,
284982561545126,2017-03-02,2017-03-21,2017-03-21,make appt with greg,,,,,,,School,
284982561545127,2017-03-02,2017-03-07,2017-03-07,housing,,,,,,,School,
281529198471829,2017-02-27,2017-04-23,2017-04-23,learn songs for pat,,,,,,"I Want You Back - J5
Shake your body (down to the ground) - J5
Stayin’ Alive - Bee Gee’s
Valerie - Zutons/ Amy Winehouse
Do That Stuff - Parliament
You Da One - Rihanna
24k Magic - Bruno Mars
That's What I Like - Bruno Mars
Use Me up - Lake Street Dive",School,
148623786709980,2017-04-03,2017-04-03,2017-04-03,turn in diff eq sheet,,,,,,,School,
277415831817257,2017-02-21,2017-02-28,2017-02-28,brainstorm how to make grocery lists,,,,,,,School,
270474640784915,2017-02-12,2017-02-15,2017-02-15,send absence letters out to teachers,,,,2017-02-14,,,School,
148623786709961,2017-01-26,2017-07-24,2017-07-24,al dimeola - egyptian danza LISTEN AND LEARN,,,,,,,School,
255047863079906,2017-01-27,2017-01-30,2017-01-30,rework schedule,,,,,,"'- morning work tuesday thursday
- lin alg morning
- spanish + lin alg not show tues?
",School,
255047863079908,2017-01-27,2017-01-31,2017-01-31,review cics et slides,,,,2017-01-31,,https://www.cics.umass.edu/content/undergraduate-orientations-january,School,
275080155259551,2017-02-16,2017-02-19,2017-02-19,apply to thatcher,,,,2017-02-18,,,School,
229673401906530,2016-12-12,2016-12-12,2016-12-12,upload photos to hmpn3 site,,,,,,,School,
257139852867408,2017-01-30,2017-02-12,2017-02-12,apply to NSCS,,,,2017-02-22,,,School,
269300489119262,2017-02-09,2017-02-14,2017-02-14,cs app,,,,2017-03-01,,,School,
257139852867410,2017-01-30,2017-01-31,2017-01-31,acquire high school transcripts!,,,,2017-02-03,,,School,
259512967157591,2017-01-31,2017-02-23,2017-02-23,moar internships!,,,,2017-02-18,,http://www.umass.edu/careers/internships-co-ops/international-internships,School,
257139852867409,2017-01-30,2017-01-31,2017-01-31,apply to facebook!,,,,2017-02-28,,,School,
259512967157590,2017-01-31,2017-02-09,2017-02-09,make appt with greg,,,,,,Robbie: 413-545-4822,School,
235570263743065,2016-12-25,2016-12-26,2016-12-26,message andrew about ULaunch,,,,,,,School,
235570263743066,2016-12-25,2017-01-23,2017-01-23,prepare for app creation,,,,,,,School,
235570263743067,2016-12-25,2017-01-23,2017-01-23,app designs,,,,,,,School,
235570263743068,2016-12-25,2017-02-27,2017-02-27,trademark,,,,,,,School,
235570263743069,2016-12-25,2017-01-23,2017-01-23,dns,,,,,,,School,
228887924579352,2016-12-12,2016-12-15,2016-12-15,intersession sign ups,,,,,,,School,
228676292375600,2016-12-12,2016-12-27,2016-12-27,shoes on craigslist,,,,,,,School,
228676292375599,2016-12-11,2016-12-12,2016-12-12,dad resume edits,,,,,,,School,
228562585665041,2016-12-10,2016-12-11,2016-12-11,redo home page design for smart pantry,,,,,,,School,
228175197475580,2016-12-09,2016-12-12,2016-12-12,fix hmpn3 monthly summary,,,,,,,School,
148623786709955,2016-12-06,2016-12-08,2016-12-08,email electrical engineer from edd project,,,,,,,School,
148623786709954,2016-12-06,2016-12-07,2016-12-07,text back adam,,,,,,,School,
148623786709956,2016-12-08,2016-12-08,2016-12-08,add biron and whitney to contact smart pantry,,,,,,,School,
225505274873325,2016-12-05,2016-12-13,2016-12-13,secret santa,,,,2016-12-13,,,School,
148623786709951,2016-12-05,2016-12-06,2016-12-06,email tom hannum about guitar playing say pat conboy told me to lol,,,,2016-12-06,,,School,
148623786709948,2016-12-05,2016-12-05,2016-12-05,mcm andy calculus insta,,,,,,,School,
148623786709949,2016-12-05,2016-12-06,2016-12-06,email will about working in January,,,,2016-12-06,,,School,
225505274873342,2016-12-06,2016-12-06,2016-12-06,email matt about status of master's paper,,,,2016-12-06,,,School,
148623786709947,2016-12-04,2016-12-06,2016-12-06,ask sayak for headshot wearing helmet and orange sjnglasses,,,,2016-12-06,,,School,
210887809829227,2016-11-10,2016-12-26,2016-12-26,sign up for macroeconomics j term,,,,2016-12-29,,http://www.umassulearn.net/classes/winter-2017?view=class&clid=15419 ,School,
207849906036379,2016-11-06,2016-11-06,2016-11-06,print,,,,,,"http://blogs.umass.edu/math132-efarelli/files/2016/03/Math-132-Exam-2-Practice-Questions.pdf
http://blogs.umass.edu/math132-efarelli/files/2016/10/Math-132-Exam-2-SP15.pdf

",School,
207735245843162,2016-11-04,2016-11-04,2016-11-04,braintstrom list of things,,,,,,"mouthwash
pull up bar
amp?
winter coat
comforter
cheese sticks
",School,
148623786709930,2016-11-04,2016-11-06,2016-11-06,find books to listen to on audible about startups,,,,,,,School,
207435132331499,2016-11-04,2016-11-04,2016-11-04,fix insync on ubuntu,,,,,,,School,
148623786709932,2016-11-07,2016-11-10,2016-11-10,register for pit band lol,,,,,,,School,
148623786709928,2016-11-02,2016-11-09,2016-11-09,learn first confortably numb solo,,,,2016-11-05,,,School,
204426014369599,2016-10-30,2016-11-10,2016-11-10,organize classes in spire shopping cart,,,,,,,School,
148623786709924,2016-10-31,2016-11-01,2016-11-01,make more alarms,,,,,,,School,
203096978695020,2016-10-26,2016-10-27,2016-10-27,email about nov 11 hoop band date,,,,2016-10-27,,,School,
203692736653961,2016-10-27,2016-11-13,2016-11-13,sign up for seed pitch,,,,2016-11-17,,,School,
201947175966588,2016-10-25,2016-10-25,2016-10-25,fill out pre-reg checklist,,,,2016-10-25,,,School,
201947175966591,2016-10-25,2016-10-25,2016-10-25,find out where Greg's office is,,,,2016-10-25,,,School,
201648184747228,2016-10-24,2016-10-24,2016-10-24,EMAIL KATHRYN!,,,,2016-10-24,,,School,
201026256401558,2016-10-24,2016-10-24,2016-10-24,create time management system,,,,2016-10-24,,alarms? calendar? reminders? external application?,School,
148623786709908,2016-10-16,2016-10-25,2016-10-25,call cics for advising appt (wait until after CICS ET Meeting),,,,2016-10-25,,,School,
201648184747247,2016-10-24,2016-10-25,2016-10-25,sign up for hoop band dates,,,,2016-10-25,,,School,
201947175966596,2016-10-25,2016-10-26,2016-10-26,print comp sci BS class flowchart thing,,,,2016-10-25,,,School,
201947175966599,2016-10-25,2016-10-28,2016-10-28,restring guitar,,,,2016-10-28,,,School,
148623786709884,2016-09-20,2016-11-04,2016-11-04,email dad about cpr class,,,,2016-11-04,,http://www.umass.edu/ems/#/cpr,School,
206576804599523,2016-11-02,2016-11-04,2016-11-04,sign up for bar tending,,,,2016-11-04,,,School,
201947175966602,2016-10-25,2016-11-01,2016-11-01,wash fucking mug,,,,2016-10-27,,,School,
198763516436953,2016-10-18,2016-11-06,2016-11-06,one page resume,,,,2016-11-05,,"https://simplicitywanted.com/myresume

",School,
207847959074715,2016-11-06,2016-11-07,2016-11-07,finish one page resume,,,,,,,School,
207735245843184,2016-11-04,2016-12-07,2016-12-07,website resume,,,,,,"https://my.1and1.com/contract-details?__lf=HomeFlow&__sendingdata=1&selectTechauftrag.contractNumber=62109034 
https://sean-kelley-9ll6.squarespace.com/config/pages 
https://www.themuse.com/advice/how-to-build-a-resume-website-that-will-impress-every-hiring-manager-who-sees-it 


http://www.wix.com/website-template/view/html/1885?originUrl=http%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fnew%2F1&bookName=&galleryDocIndex=7&category=new 
",School,
207813536439897,2016-11-05,2016-11-06,2016-11-06,buy http://seangtkelley.com/,,,,,,,School,
148623786709910,2016-10-16,2016-10-24,2016-10-24,write pitch for innovation challenge,,,,,,,School,
200785803637408,2016-10-23,2017-07-26,2017-07-26,watch shit,,,,,,"howls moving castle
nausicaa
yeh jawaani hai deewani
http://www.viki.com/videos/44699v-boys-over-flowers-episode-1 ",School,
226067738071316,2016-12-06,2016-12-07,2016-12-07,make title text on website resume have black text shadow,,,,,,,School,
224347843550216,2016-12-04,2016-12-08,2016-12-08,trip advisor app,,,,2016-12-22,,,School,
224347843550219,2016-12-04,2017-01-23,2017-01-23,facebook U app,,,,2017-01-02,,,School,
224347843550223,2016-12-04,2017-01-23,2017-01-23,check masschallenge interships,,,,2017-01-25,,,School,
224347843550227,2016-12-04,2017-01-23,2017-01-23,more internships,,,,2016-12-31,,"https://www.martystepp.com/cs-internships-for-freshmen/
https://www.quora.com/As-a-college-freshman-majoring-in-CS-what-can-I-do-to-potentially-get-an-internship-over-the-summer

",School,
148623786709920,2016-10-18,2016-10-31,2016-10-31,UnknownName: Better app for finding police record for job or college app,,,,,,"Right now, the current system is just a simple lookup that gives a binary yes/no if someone has a record. This is unfair, especially for minorities mistreated by the justice system that only committed minor crimes. This new system would display the severity of the crime as well as accompanying police reports to give the reviewer a more accurate view of the applicant and the applicant a fair chance.",School,
303034260404681,2017-03-25,2017-03-29,2017-03-29,email elliott about working over summer,,,,,,,School,
344983637387334,2017-05-18,2017-07-26,2017-07-26,thatcher signups,,,,,,,School,
148623786709989,2017-05-29,2017-05-29,2017-05-29,reschedule call,,,,,,,School,
148623786709897,2016-10-09,2016-10-31,2016-10-31,ForgitAboutIt: for transferong ownershup of yoir abandoned projects,,,,,,,School,
259586094418436,2017-02-01,2017-02-08,2017-02-08,FDTU,,,,,,,School,
329339568198555,2017-04-27,2017-04-28,2017-04-28,email sociology prof about being in argentina,,,,,,,School,
256906408431107,2017-01-29,2017-01-31,2017-01-31,read pages 1-8,,,,2017-01-31,,,School,
303034260404682,2017-03-25,2017-03-29,2017-03-29,email spanish dude about taking 465 second summer session,,,,,,,School,
259586094418437,2017-02-01,2017-02-08,2017-02-08,accent pattern thing,,,,,,,School,
193549480238769,2016-10-09,2016-10-31,2016-10-31,Keysmash: site for budding programmers in need of entry level projects,,,,,,,School,
305791600505561,2017-03-29,2017-03-29,2017-03-29,email eric sommers,,,,,,,School,
305791600505562,2017-03-29,2017-03-30,2017-03-30,email physics advisor dude,,,,,,,School,
228887924579354,2016-12-12,2017-02-20,2017-02-20,enter sandman,,,,,,,School,
305791600505563,2017-03-29,2017-03-29,2017-03-29,email andrew,,,,,,,School,
148623786709969,2017-02-07,2017-02-23,2017-02-23,Parliament band listen,,,,,,,School,
228887924579356,2016-12-12,2017-02-12,2017-02-12,jump,,,,,,,School,
305987583414396,2017-03-29,2017-03-31,2017-03-31,CMDB-390,,,,,,,School,
228887924579358,2016-12-12,2017-02-01,2017-02-01,don't stop me now,,,,,,,School,
252205571315517,2017-01-23,2017-01-23,2017-01-23,OperationalError: too many SQL variables,,,,,,,School,
224247142885269,2016-12-05,2016-12-09,2016-12-09,"ask elliott what to do with old db columns department, manager_name, and manager_email",,,,2016-12-09,,,School,
227554927683995,2016-12-08,2016-12-08,2016-12-08,figure out work schedules,,,,2016-12-08,,,School,
227554927683997,2016-12-08,2016-12-08,2016-12-08,email elliott work schedules,,,,2016-12-08,,,School,
223820181418653,2016-12-02,2016-12-05,2016-12-05,fix manager select not selecting,,,,,,,School,
148623786709939,2016-11-17,2016-11-28,2016-11-28,incidents spacing crap,,,,,,,School,
214442615467681,2016-11-17,2016-11-17,2016-11-17,add results section back to change requests,,,,,,,School,
214442615467683,2016-11-17,2016-11-17,2016-11-17,make results section behave like history on incidents,,,,,,,School,
214442615467685,2016-11-17,2016-11-17,2016-11-17,debug why manager reviewer name is not being set,,,,,,,School,
210482971204973,2016-11-10,2016-11-14,2016-11-14,enable history of incidents and change requests to be sorted,,,,,,,School,
211757969259325,2016-11-14,2016-11-17,2016-11-17,make history flip back when arrow pressed again,,,,,,,School,
211757969259323,2016-11-14,2016-11-17,2016-11-17,get font awesome arrow to flip upside down when licked,,,,,,,School,
209411118927669,2016-11-08,2016-11-10,2016-11-10,rework workflow and notify functions to match notification lifecycle on whiteboard,,,,,,,School,
209411118927671,2016-11-08,2016-11-10,2016-11-10,test with preston's canned messages,,,,,,,School,
208078924674491,2016-11-07,2016-11-08,2016-11-08,experiment with behavior of m2m_changed,,,,,,,School,
207435132331506,2016-11-04,2016-11-07,2016-11-07,switch from User to NotificationContact for change requests,,,,,,,School,
207435132331502,2016-11-04,2016-11-04,2016-11-04,figure out how to hook up notification contact groups instead of just individual contacts,,,,,,,School,
205279075447101,2016-11-01,2016-11-04,2016-11-04,watch for subtasks to take for email,,,,,,,School,
204028331340841,2016-10-31,2016-11-01,2016-11-01,finalize text for notification buttons,,,,,,workstart/work completed? notify/send notification,School,
204380952515946,2016-10-31,2016-11-01,2016-11-01,create event handling for buttons,,,,,,,School,
204380952515950,2016-10-31,2016-11-01,2016-11-01,popup notification to confirm email send?,,,,,,,School,
204380952515948,2016-10-31,2016-11-01,2016-11-01,send email notification,,,,,,,School,
204380952515952,2016-10-31,2016-11-01,2016-11-01,manual text update field for email,,,,,,,School,
204380952515954,2016-10-31,2016-11-01,2016-11-01,send manual update,,,,,,,School,
201026256401554,2016-10-24,2016-10-25,2016-10-25,many to many multiselect for change requests related to incident,,,,,,,School,
201026256401556,2016-10-24,2016-10-27,2016-10-27,many to many multiselect for incidents related to change request,,,,,,,School,
200785803637393,2016-10-22,2016-10-24,2016-10-24,tell Elliot to run bower on test server,,,,2016-10-24,,,School,
200239205780852,2016-10-20,2016-10-24,2016-10-24,find new issue,,,,2016-10-24,,,School,
198493783584543,2016-10-18,2016-10-20,2016-10-20,finish fixing function for finding services dependent on current service,,,,,,,School,
198493783584545,2016-10-18,2016-10-20,2016-10-20,import d3 with npm,,,,,,,School,
196365641233377,2016-10-14,2016-10-18,2016-10-18,create view that shows tree,,,,,,,School,
196365641233379,2016-10-14,,2016-10-14,create route that overrides an admin url,,,,,,,,create view that shows tree
196365641233381,2016-10-14,,2016-10-14,create view that takes service id as parameter,,,,,,,,create view that shows tree
196365641233383,2016-10-14,,2016-10-14,get service with id,,,,,,,,create view that shows tree
196365641233385,2016-10-14,,2016-10-14,pass json string to view,,,,,,,,create view that shows tree
196365641233387,2016-10-14,,2016-10-14,echo json string in javascript,,,,,,,,create view that shows tree
196365641233389,2016-10-14,,2016-10-14,import d3 with npm??,,,,,,,,create view that shows tree
196129726023057,2016-10-13,2016-10-14,2016-10-14,create model function for creating d3 json,,,,,,,School,
196129726023061,2016-10-13,2016-10-14,2016-10-14,"from service, get logical components it depends on",,,,,,,,create model function for creating d3 json
196129726023063,2016-10-13,2016-10-14,2016-10-14,"from logical components, get components they depend on",,,,,,,,create model function for creating d3 json
196129726023065,2016-10-13,2016-10-14,2016-10-14,create json string according to d3 format,,,,,,,,create model function for creating d3 json
196365641233373,2016-10-14,,2016-10-14,,,,,,,,,create model function for creating d3 json
344983637387335,2017-05-18,2017-05-29,2017-05-29,intel data intern #yolo,,,,,,,School,
194508582511127,2016-10-11,2016-10-11,2016-10-11,finish function to remove hard coding of status id,,,,,,,School,
291228827367138,2017-03-10,2017-05-18,2017-05-18,,,,,,,,School,
259512967157588,2017-01-31,2017-02-01,2017-02-01,fix conflits,,,,,,,School,
193175694514153,2016-10-07,2016-10-11,2016-10-11,make formData tooldisabled inline expression into scope function,,,,,,,School,
291228827367139,2017-03-10,2017-03-21,2017-03-21,DYWAAT,,,,,,,School,
259512967157589,2017-01-31,2017-02-01,2017-02-01,fix search,,,,,,,School,
148623786709983,2017-04-21,2017-04-24,2017-04-24,write part for guitar for without love,,,,,,,School,
393474734000516,2017-07-26,2017-07-26,2017-07-26,watch shit,,,,,,,School,
291228827367140,2017-03-10,2017-03-21,2017-03-21,effects for jordan,,,,,,,School,
393474734000517,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000518,2017-07-26,2017-07-26,2017-07-26,thatcher signups,,,,,,,School,
393474734000519,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000520,2017-07-26,2017-07-26,2017-07-26,nvidia classes,,,,,,,School,
393474734000521,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000522,2017-07-26,2017-07-26,2017-07-26,transfer pictures,,,,,,,School,
393474734000523,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000524,2017-07-26,2017-07-26,2017-07-26,AIESEC post,,,,,,,School,
393474734000525,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000526,2017-07-26,2017-07-26,2017-07-26,finish creation of algorithms code for hodler,,,,,,,School,
393474734000527,2017-07-26,2017-07-26,2017-07-26,,,,,,,,School,
393474734000528,2017-07-26,2017-07-26,2017-07-26,write response,,,,,,,School,
344983637387336,2017-05-18,2017-07-26,2017-07-26,nvidia classes,,,,,,,School,
351764138393837,2017-05-29,2017-05-29,2017-05-29,VPN research and purchase,,,,,,,School,
351764138393839,2017-05-29,2017-05-29,2017-05-29,cancel netflix,,,,,,,School,
148623786709988,2017-05-29,2017-05-29,2017-05-29,fix mint using web,,,,,,,School,
177397329054770,2016-09-06,2017-05-18,2017-05-18,,,,,,,,School,
148623786709981,2017-04-03,2017-04-04,2017-04-04,"CHECK MOODLE 
calc exam problems: limit, derivatives, walking on mountain",,,,,,,School,
214922999305655,2016-11-17,2016-11-22,2016-11-22,get dat HW,,,,2016-11-27,,,School,
148623786709936,2016-11-08,2016-11-10,2016-11-10,limit comparison test moar,,,,,,,School,
148623786709927,2016-11-01,2016-11-05,2016-11-05,study your ass off,,,,,,,School,
207735245843179,2016-11-04,2016-11-10,2016-11-10,review for test,,,,2016-11-09,,,School,
207735245843181,2016-11-04,2016-11-06,2016-11-06,extra hw,,,,2016-11-06,,,School,
204426014369595,2016-10-30,2016-11-02,2016-11-02,redo quiz 5 + 6,,,,2016-11-01,,,School,
204426014369597,2016-10-30,2016-10-31,2016-10-31,do quiz 7,,,,2016-11-03,,,School,
148623786709923,2016-10-26,2016-10-30,2016-10-30,rewrite calc notes for improper integrals and comparison,,,,2016-10-30,,,School,
200785803637395,2016-10-22,2016-10-26,2016-10-26,QUIZ!,,,,2016-10-27,,,School,
192935779744801,2016-10-07,2016-10-12,2016-10-12,create study guide,,,,,,,School,
192935779744803,2016-10-07,2016-10-12,2016-10-12,practice exam,,,,,,,School,
148623786709894,2016-10-04,2016-10-04,2016-10-04,practice test,,,,,,,School,
187758163159002,2016-09-29,2016-10-02,2016-10-02,quiz,,,,,,,School,
148623786709890,2016-09-28,2016-09-28,2016-09-28,check sylabus for tests,,,,,,,School,
148623786709881,2016-09-20,2016-09-22,2016-09-22,exercise 2,,,,,,,School,
148623786709878,2016-09-13,2016-09-15,2016-09-15,do review sheet,,,,2016-09-15,,,School,
177397329054797,2016-09-06,2016-09-08,2016-09-08,set up webassign,,,,2016-09-08,,,School,
273132431841395,2017-02-15,2017-02-20,2017-02-20,practice exams,,,,2017-02-20,,,School,
305987583414400,2017-03-29,2017-04-05,2017-04-05,study,,,,,,,School,
318763311176283,2017-04-13,2017-04-15,2017-04-15,16.1-16.4,,,,,,,School,
262161451953046,2017-02-04,2017-02-09,2017-02-09,up to 14,,,,2017-02-09,,,School,
291228827367136,2017-03-10,2017-03-16,2017-03-16,"14.7, 14.8",,,,,,,School,
313970912971233,2017-04-08,2017-04-08,2017-04-08,15.3,,,,,,,School,
313971729000596,2017-04-08,2017-04-08,2017-04-08,15.4,,,,,,,School,
295812980824333,2017-03-15,2017-03-25,2017-03-25,calculus practices,,,,,,,School,
299693686632963,2017-03-21,2017-03-23,2017-03-23,15.2,,,,,,,School,
177397329054778,2016-09-06,2017-05-18,2017-05-18,,,,,,,,School,
148623786709987,2017-04-28,2017-04-28,2017-04-28,upload homework,,,,,,,School,
148623786709986,2017-04-27,2017-05-18,2017-05-18,check grade for all extra credit,,,,,,,School,
148623786709985,2017-04-27,2017-04-29,2017-04-29,conjectures with future and conditional,,,,,,,School,
148623786709984,2017-04-27,2017-04-29,2017-04-29,study review PowerPoint,,,,,,,School,
148623786709976,2017-03-30,2017-03-31,2017-03-31,print hw,,,,,,,School,
148623786709979,2017-03-31,2017-03-31,2017-03-31,upload hw,,,,,,,School,
148623786709977,2017-03-30,2017-03-31,2017-03-31,email carlos about grammar books for other languages,,,,,,,School,
263530649598572,2017-02-06,2017-02-06,2017-02-06,composition 1!,,,,2017-02-07,,,School,
266575225424123,2017-02-07,2017-02-08,2017-02-08,turn in composition,,,,2017-02-08,,,School,
270474640784916,2017-02-12,2017-02-15,2017-02-15,second draft of composition 1,,,,2017-02-16,,,School,
148623786709965,2017-01-31,2017-02-15,2017-02-15,read sylabus and create notes for upcoming chapters,,,,2017-02-15,,,School,
266901575086220,2017-02-08,2017-02-10,2017-02-10,parcel 1,,,,2017-02-10,,,School,
273132431841392,2017-02-15,2017-02-16,2017-02-16,"Lección 8: A, C, E, F, G",,,,2017-02-17,,,School,
266901575086221,2017-02-08,2017-02-09,2017-02-09,"Lección 3: A, E, F, H",,,,,,,School,
266901575086223,2017-02-08,2017-02-15,2017-02-15,"Lección 4: A, E, F, G, H, J",,,,2017-02-15,,,School,
148623786709967,2017-02-02,2017-02-12,2017-02-12,make or find flash cards for L.2 exceptions and homonyms,,,,2017-02-12,,,School,
273132431841390,2017-02-15,2017-02-16,2017-02-16,"Lección 7: B, C, D, E, G",,,,2017-02-17,,,School,
148623786709959,2017-01-26,2017-01-26,2017-01-26,change lab,,,,,,,School,
148623786709960,2017-01-26,2017-01-26,2017-01-26,go to old lab,,,,,,,School,
253914366999667,2017-01-25,2017-01-26,2017-01-26,lab hw,,,,,,,School,
224228521393399,2016-12-02,2016-12-09,2016-12-09,study guide,,,,,,vocab and grammer nerd,School,
221699540284302,2016-11-30,2016-11-30,2016-11-30,print essay,,,,,,,School,
